OTU	Test-Statistic	P	FDR_P	Bonferroni_P	C-AS/90+140h_mean	C/0_mean	LB-AS/90+50h_mean	C/90+140h_mean	LB/90+140h_mean	C-AS/90_mean	LB+LP/30+120h_mean	C/30+120h_mean	LB+LP/90_mean	LB/30+120h_mean	C/90_mean	C-AS/90+50h_mean	LB/30_mean	C/30_mean	LB-AS/90+140h_mean	C/90+50h_mean	taxonomy
GU721821	29.1730769231	0.0152785925692	0.0444725081464	1.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
New.CleanUp.ReferenceOTU99	29.1730769231	0.0152785925692	0.0444725081464	1.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Acremonium; s__Acremonium_sp_JJP_2009a
New.CleanUp.ReferenceOTU716	29.1730769231	0.0152785925692	0.0444725081464	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU1937	29.1730769231	0.0152785925692	0.0444725081464	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Acremonium; s__Acremonium_sp_JJP_2009a
New.CleanUp.ReferenceOTU2218	29.1730769231	0.0152785925692	0.0444725081464	1.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Acremonium; s__Acremonium_sp_JJP_2009a
JQ038255	29.1606151217	0.0153353476367	0.0444725081464	1.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Epicoccum; s__Epicoccum_sp_TMS_2011
GU055994	29.1606151217	0.0153353476367	0.0444725081464	1.0	0.0	7.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__unidentified; s__unculturedPenicillium
GQ525731	29.1606151217	0.0153353476367	0.0444725081464	1.0	0.0	15.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AM901857	29.1606151217	0.0153353476367	0.0444725081464	1.0	0.0	21.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
FJ759644	29.1606151217	0.0153353476367	0.0444725081464	1.0	0.0	6.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Cercospora; s__Cercospora_sp_CPC_15875
GQ526984	29.0045977011	0.0160627161183	0.0463094681073	1.0	0.0	6.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.5	0.2	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
JQ666400	28.6629824325	0.0177688199887	0.0509303968282	1.0	0.0	474.0	0.0	0.0	0.0	4.0	13.0	1.0	0.0	11.0	11.0	0.8	1.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.ReferenceOTU4	28.4510028653	0.0189105119839	0.0538894936881	1.0	0.0	0.0	0.0	7.5	0.0	0.0	0.0	0.0	0.0	0.0	235.5	0.4	0.0	0.0	0.0	128.6	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Lachancea; s__Lachancea_fermentati
EU288196	28.3559388862	0.0194442741283	0.0550921100302	1.0	9258.2	0.5	0.0	3.25	0.0	287.4	0.0	0.0	1.0	0.0	1398.0	177.2	0.0	1633.0	1612.0	0.4	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Candida; s__Candida_tropicalis
GQ515349	28.0613591042	0.0211880914889	0.0596898805945	1.0	0.0	484.25	0.0	0.0	391.0	0.2	0.0	55.0	0.0	7.0	761.0	0.0	0.0	0.0	0.0	0.2	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AY706335	27.4964061096	0.0249425970412	0.0698676155757	1.0	0.0	0.25	0.0	0.0	0.0	0.0	70.0	52.0	0.0	99.6666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Incertae_sedis; g__Thermomyces; s__Thermomyces_lanuginosus
AY447032	27.3873873874	0.0257340333954	0.0716772794572	1.0	88.4	107.5	20.0	0.0	0.0	52.2	0.0	0.0	0.0	0.0	0.0	5.8	47.0	42.0	231.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Trichomonascaceae; g__Zygoascus; s__Zygoascus_steatolyticus_var_steatolyticus
FN562064	27.1808367072	0.0272970342358	0.0756035835857	1.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
HM162054	27.1058558559	0.0278856174285	0.0768022871076	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
AJ937754	26.6666666667	0.0315725521043	0.0850561103138	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_versicolor
GQ229082	26.6666666667	0.0315725521043	0.0850561103138	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.0	0.0	2.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_versicolor
GQ458026	26.6666666667	0.0315725521043	0.0850561103138	1.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_sp_857
New.CleanUp.ReferenceOTU1903	26.6666666667	0.0315725521043	0.0850561103138	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.66666666667	0.0	0.0	0.0	196.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Candida; s__Candida_quercitrusa
New.CleanUp.ReferenceOTU2314	26.3247863248	0.0347443312343	0.0928796279546	1.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
JN906123	26.3135412217	0.0348534100844	0.0928796279546	1.0	0.0	3.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU1159	25.9829059829	0.0382027344345	0.100716299873	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Eurotium; s__Eurotium_sp_BF106
New.CleanUp.ReferenceOTU1399	25.9829059829	0.0382027344345	0.100716299873	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_commune
AB236001	25.9598059598	0.0384472811937	0.100821859726	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.666666666667	0.0	0.0	1.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU2130	25.6140350877	0.0422806485476	0.11028761764	1.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	No blast hit
AM901893	25.5702691158	0.0427896389414	0.111027852622	1.0	0.0	27.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
New.ReferenceOTU14	25.4012990967	0.0448068298347	0.115653230935	1.0	0.4	0.0	0.0	1.75	6.0	0.8	0.0	0.0	0.0	0.0	2.5	2.0	0.0	2.0	0.0	2.8	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedcompost_fungus
JQ247406	25.3	0.0460566928651	0.117040977229	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	15.6666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU127	25.3	0.0460566928651	0.117040977229	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_flavus
New.CleanUp.ReferenceOTU363	25.3	0.0460566928651	0.117040977229	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_sp_SS_S8
AM901910	25.0	0.0499434336264	0.12498534405	1.0	0.0	1.75	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
GQ521795	25.0	0.0499434336264	0.12498534405	1.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU1518	25.0	0.0499434336264	0.12498534405	1.0	0.0	0.5	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Eremotheciaceae; g__Eremothecium; s__Eremothecium_coryli
FJ762516	24.6943805455	0.0542014273621	0.13495607924	1.0	0.0	2.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
New.CleanUp.ReferenceOTU1138	24.2307692308	0.0612768257087	0.150329178018	1.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia; s__Pichia_sp_1_TMS_2011
New.CleanUp.ReferenceOTU1625	24.2307692308	0.0612768257087	0.150329178018	1.0	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
JN681281	24.2299266075	0.0612903950945	0.150329178018	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
New.CleanUp.ReferenceOTU983	24.1847946726	0.0620210705649	0.150678696669	1.0	0.2	0.0	0.0	2.0	1.0	0.4	0.0	0.0	0.0	0.0	0.5	1.6	0.0	2.0	0.0	1.8	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedcompost_fungus
FJ524297	24.1833755858	0.0620441692168	0.150678696669	1.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.33333333333	5.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedendophytic_fungus
New.ReferenceOTU9	24.0	0.0650934863988	0.157309258797	1.0	0.0	0.0	0.0	0.0	571.0	3.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Glomus; s__Glomus_sp_0514
HQ631017	23.6649145861	0.0710067116889	0.170762482257	1.0	0.0	32.25	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Cystobasidiomycetes; o__Cystobasidiales; f__Cystobasidiaceae; g__Occultifur; s__Occultifur_sp_TMS_2011
DQ386306	23.4625	0.0748016270608	0.177294241062	1.0	0.0	8.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae_sedis; g__Rhodotorula; s__Rhodotorula_mucilaginosa
HM239714	23.4625	0.0748016270608	0.177294241062	1.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Cochliobolus; s__Cochliobolus_lunatus
New.CleanUp.ReferenceOTU1637	23.4625	0.0748016270608	0.177294241062	1.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	No blast hit
New.ReferenceOTU3	23.3340659341	0.0772999983643	0.182339230591	1.0	0.0	0.0	0.0	1.0	3.0	1.8	0.0	0.0	0.0	0.0	1.5	1.6	0.0	2.0	0.0	1.6	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedcompost_fungus
FJ624264	23.1794871795	0.0804026632563	0.182665958458	1.0	0.2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Neosartorya; s__Neosartorya_fischeri
New.CleanUp.ReferenceOTU182	23.1794871795	0.0804026632563	0.182665958458	1.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
New.CleanUp.ReferenceOTU482	23.1794871795	0.0804026632563	0.182665958458	1.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Pezizomycotina_sp_11290
New.CleanUp.ReferenceOTU483	23.1794871795	0.0804026632563	0.182665958458	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedcompost_fungus
New.CleanUp.ReferenceOTU656	23.1794871795	0.0804026632563	0.182665958458	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	1.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU720	23.1794871795	0.0804026632563	0.182665958458	1.0	0.0	0.0	0.0	0.0	1.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedcompost_fungus
New.CleanUp.ReferenceOTU1632	23.1794871795	0.0804026632563	0.182665958458	1.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
New.CleanUp.ReferenceOTU2189	23.1794871795	0.0804026632563	0.182665958458	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	1.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedcompost_fungus
New.CleanUp.ReferenceOTU1878	22.9925925926	0.0842972636125	0.190635554867	1.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	1.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__Dothideomycetes_sp_11351
New.CleanUp.ReferenceOTU1486	22.8243243243	0.0879416686716	0.1972153006	1.0	0.0	0.0	0.0	0.25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.2	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedcompost_fungus
New.CleanUp.ReferenceOTU579	22.8213707501	0.0880068278538	0.1972153006	1.0	3.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	1.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Pezizomycotina_sp_11290
New.CleanUp.ReferenceOTU1341	22.7368421053	0.0898892576822	0.199618937105	1.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU2221	22.7368421053	0.0898892576822	0.199618937105	1.0	0.4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Kodamaea; s__Kodamaea_ohmeri
FM177675	22.3180026281	0.0997327281346	0.220485358612	1.0	0.0	0.0	0.0	0.0	0.0	2.6	0.0	0.0	0.0	0.0	0.0	0.0	16.0	3.0	0.0	2.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedcompost_fungus
FN812833	22.2667542707	0.100997790063	0.222285314736	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma_sp_BLE9
AM901888	21.5133596145	0.121213454129	0.265592146158	1.0	0.0	4.25	0.0	0.0	0.0	0.0	0.0	42.0	0.0	361.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU1778	21.3592442645	0.125738666682	0.274288330417	1.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.8	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedcompost_fungus
New.CleanUp.ReferenceOTU2270	21.298245614	0.1275678633	0.277052672276	1.0	0.0	0.0	0.0	0.0	1.0	0.2	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedcompost_fungus
New.CleanUp.ReferenceOTU433	20.7578947368	0.144744639969	0.312978541688	1.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	1.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia; s__Pichia_sp_1_TMS_2011
New.CleanUp.ReferenceOTU337	20.6307490145	0.149047602288	0.320875405799	1.0	0.0	6.5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Diaporthales; f__Diaporthaceae; g__Diaporthe; s__Diaporthe_phaseolorum_var_meridionalis
New.CleanUp.ReferenceOTU1119	19.5746691871	0.188862937065	0.39928965818	1.0	0.2	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.5	3.6	0.0	0.0	0.0	3.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedcompost_fungus
HQ829666	19.5	0.191963431736	0.39928965818	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Cladosporium; s__Cladosporium_sp_MU_c19_50FSSIno2
New.CleanUp.ReferenceOTU246	19.5	0.191963431736	0.39928965818	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia; s__Pichia_kudriavzevii
New.CleanUp.ReferenceOTU949	19.5	0.191963431736	0.39928965818	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedcompost_fungus
New.CleanUp.ReferenceOTU1254	19.5	0.191963431736	0.39928965818	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia; s__Pichia_manshurica
New.CleanUp.ReferenceOTU1921	19.5	0.191963431736	0.39928965818	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia; s__Pichia_kudriavzevii
New.CleanUp.ReferenceOTU2063	19.5	0.191963431736	0.39928965818	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia; s__Pichia_kudriavzevii
New.CleanUp.ReferenceOTU356	19.4406545287	0.194455321109	0.39928965818	1.0	0.0	0.25	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	55.0	2.0	0.0	5.4	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Candida; s__Candida_humilis
New.CleanUp.ReferenceOTU817	19.1702827087	0.206120969063	0.39928965818	1.0	0.4	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.ReferenceOTU26	19.0173267327	0.212949794089	0.39928965818	1.0	0.4	0.0	0.0	0.25	5.0	1.0	0.0	0.0	0.0	0.0	0.5	1.6	0.0	2.0	0.0	1.2	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedcompost_fungus
GQ458030	18.9743589744	0.214898162028	0.39928965818	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
FJ213534	18.9743589744	0.214898162028	0.39928965818	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU572	18.9743589744	0.214898162028	0.39928965818	1.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Acremonium; s__Acremonium_sp_JJP_2009a
New.CleanUp.ReferenceOTU671	18.9743589744	0.214898162028	0.39928965818	1.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
