Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	kmer_content	per_base_sequence_quality	sequence_length_distribution	Sequence length	File type	basic_statistics	per_sequence_gc_content	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
LALL-PD-KC2015-537-LH-LB-10d-HMC-ITS_S134_L001_R2_001	pass	0.0	fail	250.338951412	Sanger / Illumina 1.9	fail	pass	warn	38-251	Conventional base calls	pass	fail	36964.0	pass	fail	fail	44.0	5.91386213613	LALL-PD-KC2015-537-LH-LB-10d-HMC-ITS_S134_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-540-LB-10d-HMC-ITS_S135_L001_R1_001	pass	0.0	fail	247.687467408	Sanger / Illumina 1.9	fail	pass	warn	183-251	Conventional base calls	pass	fail	17259.0	pass	fail	fail	44.0	2.46248334202	LALL-PD-KC2015-540-LB-10d-HMC-ITS_S135_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-540-LB-10d-HMC-ITS_S135_L001_R2_001	pass	0.0	fail	247.773915059	Sanger / Illumina 1.9	warn	pass	warn	183-251	Conventional base calls	pass	fail	17259.0	pass	fail	fail	44.0	7.57286053653	LALL-PD-KC2015-540-LB-10d-HMC-ITS_S135_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-541-LB-10d-HMC-ITS_S136_L001_R1_001	pass	0.0	fail	249.720658219	Sanger / Illumina 1.9	fail	pass	warn	221-251	Conventional base calls	pass	fail	17441.0	pass	fail	fail	46.0	2.59732813485	LALL-PD-KC2015-541-LB-10d-HMC-ITS_S136_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-541-LB-10d-HMC-ITS_S136_L001_R2_001	pass	0.0	fail	249.792041741	Sanger / Illumina 1.9	warn	pass	warn	221-251	Conventional base calls	pass	fail	17441.0	pass	fail	fail	46.0	7.22435640158	LALL-PD-KC2015-541-LB-10d-HMC-ITS_S136_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-542-LB-10d-HMC-ITS_S137_L001_R1_001	pass	0.0	fail	246.942659841	Sanger / Illumina 1.9	fail	pass	warn	176-251	Conventional base calls	pass	fail	29107.0	pass	fail	fail	44.0	1.99951901604	LALL-PD-KC2015-542-LB-10d-HMC-ITS_S137_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-542-LB-10d-HMC-ITS_S137_L001_R2_001	pass	0.0	fail	247.246298141	Sanger / Illumina 1.9	fail	pass	warn	176-251	Conventional base calls	pass	fail	29107.0	pass	fail	fail	44.0	6.7750025767	LALL-PD-KC2015-542-LB-10d-HMC-ITS_S137_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-545-Control-30d-HMC-ITS_S138_L001_R1_001	pass	0.0	fail	245.065333118	Sanger / Illumina 1.9	fail	pass	warn	182-251	Conventional base calls	pass	fail	37194.0	pass	fail	fail	41.0	1.33354842179	LALL-PD-KC2015-545-Control-30d-HMC-ITS_S138_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-545-Control-30d-HMC-ITS_S138_L001_R2_001	pass	0.0	fail	245.390546862	Sanger / Illumina 1.9	fail	pass	warn	182-251	Conventional base calls	pass	fail	37194.0	pass	fail	fail	37.0	5.45786954885	LALL-PD-KC2015-545-Control-30d-HMC-ITS_S138_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-546-Control-30d-HMC-ITS_S139_L001_R1_001	pass	0.0	fail	248.600414897	Sanger / Illumina 1.9	fail	warn	warn	181-251	Conventional base calls	pass	fail	20246.0	pass	fail	fail	45.0	1.87691395831	LALL-PD-KC2015-546-Control-30d-HMC-ITS_S139_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-546-Control-30d-HMC-ITS_S139_L001_R2_001	pass	0.0	fail	248.80163983	Sanger / Illumina 1.9	warn	pass	warn	181-251	Conventional base calls	pass	fail	20246.0	pass	fail	fail	39.0	7.44344561889	LALL-PD-KC2015-546-Control-30d-HMC-ITS_S139_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-547-Control-30d-HMC-ITS_S140_L001_R1_001	pass	0.0	fail	248.163669725	Sanger / Illumina 1.9	warn	warn	warn	184-251	Conventional base calls	pass	fail	32700.0	pass	fail	fail	46.0	1.45259938838	LALL-PD-KC2015-547-Control-30d-HMC-ITS_S140_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-547-Control-30d-HMC-ITS_S140_L001_R2_001	pass	0.0	fail	248.27675841	Sanger / Illumina 1.9	warn	pass	warn	184-251	Conventional base calls	pass	fail	32700.0	pass	fail	fail	39.0	6.26911314985	LALL-PD-KC2015-547-Control-30d-HMC-ITS_S140_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-550-LH-30d-HMC-ITS_S141_L001_R1_001	pass	0.0	fail	249.490886307	Sanger / Illumina 1.9	fail	pass	warn	57-251	Conventional base calls	pass	fail	52668.0	pass	fail	fail	46.0	1.6081871345	LALL-PD-KC2015-550-LH-30d-HMC-ITS_S141_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-550-LH-30d-HMC-ITS_S141_L001_R2_001	pass	0.0	fail	249.893122959	Sanger / Illumina 1.9	fail	pass	warn	57-251	Conventional base calls	pass	fail	52668.0	pass	fail	fail	46.0	5.61631351105	LALL-PD-KC2015-550-LH-30d-HMC-ITS_S141_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-551-LH-30d-HMC-ITS_S142_L001_R1_001	pass	0.0	fail	248.71509819	Sanger / Illumina 1.9	fail	pass	warn	50-251	Conventional base calls	pass	fail	59782.0	pass	fail	fail	46.0	1.60918002074	LALL-PD-KC2015-551-LH-30d-HMC-ITS_S142_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-551-LH-30d-HMC-ITS_S142_L001_R2_001	pass	0.0	fail	249.337057977	Sanger / Illumina 1.9	fail	pass	warn	38-251	Conventional base calls	pass	fail	59782.0	pass	fail	fail	46.0	5.57358402195	LALL-PD-KC2015-551-LH-30d-HMC-ITS_S142_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-552-LH-30d-HMC-ITS_S143_L001_R1_001	pass	0.0	fail	249.417600124	Sanger / Illumina 1.9	warn	pass	warn	47-251	Conventional base calls	pass	fail	51511.0	pass	fail	fail	46.0	1.73943429559	LALL-PD-KC2015-552-LH-30d-HMC-ITS_S143_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-552-LH-30d-HMC-ITS_S143_L001_R2_001	pass	0.0	fail	249.406010367	Sanger / Illumina 1.9	warn	pass	warn	47-251	Conventional base calls	pass	fail	51511.0	pass	fail	fail	47.0	6.12878802586	LALL-PD-KC2015-552-LH-30d-HMC-ITS_S143_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-555-LH-LB-30d-HMC-ITS_S144_L001_R1_001	pass	0.0	fail	247.285848013	Sanger / Illumina 1.9	warn	pass	warn	40-251	Conventional base calls	pass	fail	23502.0	pass	fail	fail	45.0	2.29767679346	LALL-PD-KC2015-555-LH-LB-30d-HMC-ITS_S144_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-555-LH-LB-30d-HMC-ITS_S144_L001_R2_001	pass	0.0	fail	247.682537656	Sanger / Illumina 1.9	fail	pass	warn	40-251	Conventional base calls	pass	fail	23502.0	pass	fail	fail	46.0	6.63347800187	LALL-PD-KC2015-555-LH-LB-30d-HMC-ITS_S144_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-556-LH-LB-30d-HMC-ITS_S145_L001_R1_001	pass	0.0	fail	249.622997434	Sanger / Illumina 1.9	fail	pass	warn	35-251	Conventional base calls	pass	fail	14419.0	pass	fail	fail	46.0	2.67008807823	LALL-PD-KC2015-556-LH-LB-30d-HMC-ITS_S145_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-556-LH-LB-30d-HMC-ITS_S145_L001_R2_001	pass	0.0	fail	250.046327762	Sanger / Illumina 1.9	fail	pass	warn	35-251	Conventional base calls	pass	fail	14419.0	pass	fail	fail	47.0	7.3028642763	LALL-PD-KC2015-556-LH-LB-30d-HMC-ITS_S145_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-557-LH-LB-30d-HMC-ITS_S146_L001_R1_001	pass	0.0	fail	250.001008858	Sanger / Illumina 1.9	fail	pass	warn	53-251	Conventional base calls	pass	fail	49561.0	pass	fail	fail	46.0	1.66663303807	LALL-PD-KC2015-557-LH-LB-30d-HMC-ITS_S146_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-557-LH-LB-30d-HMC-ITS_S146_L001_R2_001	pass	0.0	fail	249.919674744	Sanger / Illumina 1.9	warn	warn	warn	53-251	Conventional base calls	pass	fail	49561.0	pass	fail	fail	47.0	5.43976110248	LALL-PD-KC2015-557-LH-LB-30d-HMC-ITS_S146_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-560-LB-30d-HMC-ITS_S147_L001_R1_001	pass	0.0	fail	249.118217731	Sanger / Illumina 1.9	warn	pass	warn	179-251	Conventional base calls	pass	fail	37211.0	pass	fail	fail	45.0	1.86772728494	LALL-PD-KC2015-560-LB-30d-HMC-ITS_S147_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-560-LB-30d-HMC-ITS_S147_L001_R2_001	pass	0.0	fail	249.084733009	Sanger / Illumina 1.9	fail	pass	warn	179-251	Conventional base calls	pass	fail	37211.0	pass	fail	fail	45.0	5.40431592809	LALL-PD-KC2015-560-LB-30d-HMC-ITS_S147_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-561-LB-30d-HMC-ITS_S148_L001_R1_001	pass	0.0	fail	249.173006271	Sanger / Illumina 1.9	warn	pass	warn	56-251	Conventional base calls	pass	fail	36201.0	pass	fail	fail	45.0	1.84249053894	LALL-PD-KC2015-561-LB-30d-HMC-ITS_S148_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-561-LB-30d-HMC-ITS_S148_L001_R2_001	pass	0.0	fail	249.423220353	Sanger / Illumina 1.9	warn	pass	warn	56-251	Conventional base calls	pass	fail	36201.0	pass	fail	fail	45.0	5.02196071932	LALL-PD-KC2015-561-LB-30d-HMC-ITS_S148_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-562-LB-30d-HMC-ITS_S149_L001_R1_001	pass	0.0	fail	247.228125218	Sanger / Illumina 1.9	fail	pass	warn	187-251	Conventional base calls	pass	fail	28686.0	pass	fail	fail	45.0	1.92079760162	LALL-PD-KC2015-562-LB-30d-HMC-ITS_S149_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-562-LB-30d-HMC-ITS_S149_L001_R2_001	pass	0.0	fail	247.199191243	Sanger / Illumina 1.9	warn	pass	warn	187-251	Conventional base calls	pass	fail	28686.0	pass	fail	fail	44.0	6.1353970578	LALL-PD-KC2015-562-LB-30d-HMC-ITS_S149_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-565-Control-92d-HMC-ITS_S150_L001_R1_001	pass	0.0	fail	246.81771019	Sanger / Illumina 1.9	fail	pass	warn	184-251	Conventional base calls	pass	fail	50502.0	pass	fail	fail	46.0	1.45538790543	LALL-PD-KC2015-565-Control-92d-HMC-ITS_S150_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-565-Control-92d-HMC-ITS_S150_L001_R2_001	pass	0.0	fail	246.746980318	Sanger / Illumina 1.9	warn	pass	warn	184-251	Conventional base calls	pass	fail	50502.0	pass	fail	fail	46.0	4.82555146331	LALL-PD-KC2015-565-Control-92d-HMC-ITS_S150_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-566-Control-92d-HMC-ITS_S151_L001_R1_001	pass	0.0	fail	237.976894929	Sanger / Illumina 1.9	fail	pass	warn	196-251	Conventional base calls	pass	fail	38260.0	pass	fail	fail	44.0	1.60219550444	LALL-PD-KC2015-566-Control-92d-HMC-ITS_S151_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-566-Control-92d-HMC-ITS_S151_L001_R2_001	pass	0.0	fail	238.100836383	Sanger / Illumina 1.9	warn	pass	warn	198-251	Conventional base calls	pass	fail	38260.0	pass	fail	fail	43.0	5.2143230528	LALL-PD-KC2015-566-Control-92d-HMC-ITS_S151_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-567-Control-92d-HMC-ITS_S152_L001_R1_001	pass	0.0	fail	237.329479769	Sanger / Illumina 1.9	fail	pass	warn	183-251	Conventional base calls	pass	fail	31486.0	pass	fail	fail	43.0	1.63882360414	LALL-PD-KC2015-567-Control-92d-HMC-ITS_S152_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-567-Control-92d-HMC-ITS_S152_L001_R2_001	pass	0.0	fail	237.430413517	Sanger / Illumina 1.9	fail	pass	warn	183-251	Conventional base calls	pass	fail	31486.0	pass	fail	fail	42.0	5.12291177031	LALL-PD-KC2015-567-Control-92d-HMC-ITS_S152_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-570-LH-92d-HMC-ITS_S153_L001_R1_001	pass	0.0	fail	248.219606652	Sanger / Illumina 1.9	fail	pass	warn	197-251	Conventional base calls	pass	fail	92183.0	pass	fail	fail	46.0	1.41674712257	LALL-PD-KC2015-570-LH-92d-HMC-ITS_S153_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-570-LH-92d-HMC-ITS_S153_L001_R2_001	pass	0.0	fail	248.460345183	Sanger / Illumina 1.9	fail	pass	warn	189-251	Conventional base calls	pass	fail	92183.0	pass	fail	fail	47.0	4.20467982166	LALL-PD-KC2015-570-LH-92d-HMC-ITS_S153_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-571-LH-92d-HMC-ITS_S154_L001_R1_001	pass	0.0	fail	249.221154317	Sanger / Illumina 1.9	warn	pass	warn	193-251	Conventional base calls	pass	fail	61283.0	pass	fail	fail	46.0	1.59587487558	LALL-PD-KC2015-571-LH-92d-HMC-ITS_S154_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-571-LH-92d-HMC-ITS_S154_L001_R2_001	pass	0.0	fail	249.342101398	Sanger / Illumina 1.9	fail	pass	warn	193-251	Conventional base calls	pass	fail	61283.0	pass	fail	fail	47.0	5.5594536821	LALL-PD-KC2015-571-LH-92d-HMC-ITS_S154_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-574-LH-92d-HMC-ITS_S155_L001_R1_001	pass	0.0	fail	249.058364634	Sanger / Illumina 1.9	fail	pass	warn	180-251	Conventional base calls	pass	fail	76142.0	pass	fail	fail	46.0	1.35536234929	LALL-PD-KC2015-574-LH-92d-HMC-ITS_S155_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-574-LH-92d-HMC-ITS_S155_L001_R2_001	pass	0.0	fail	249.232775603	Sanger / Illumina 1.9	warn	pass	warn	181-251	Conventional base calls	pass	fail	76142.0	pass	fail	fail	48.0	4.6584014079	LALL-PD-KC2015-574-LH-92d-HMC-ITS_S155_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-575-LH-LB-92d-HMC-ITS_S156_L001_R1_001	pass	0.0	fail	247.488710644	Sanger / Illumina 1.9	fail	pass	warn	181-251	Conventional base calls	pass	fail	35033.0	pass	fail	fail	45.0	2.29497901978	LALL-PD-KC2015-575-LH-LB-92d-HMC-ITS_S156_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-575-LH-LB-92d-HMC-ITS_S156_L001_R2_001	pass	0.0	fail	247.632689179	Sanger / Illumina 1.9	fail	pass	warn	181-251	Conventional base calls	pass	fail	35033.0	pass	fail	fail	46.0	5.32355207947	LALL-PD-KC2015-575-LH-LB-92d-HMC-ITS_S156_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-576-LH-LB-92d-HMC-ITS_S157_L001_R1_001	pass	0.0	fail	249.818612959	Sanger / Illumina 1.9	fail	pass	warn	35-251	Conventional base calls	pass	fail	16236.0	pass	fail	fail	45.0	2.72850455777	LALL-PD-KC2015-576-LH-LB-92d-HMC-ITS_S157_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-576-LH-LB-92d-HMC-ITS_S157_L001_R2_001	pass	0.0	fail	250.197277655	Sanger / Illumina 1.9	fail	pass	warn	35-251	Conventional base calls	pass	fail	16236.0	pass	fail	fail	47.0	7.10150283321	LALL-PD-KC2015-576-LH-LB-92d-HMC-ITS_S157_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-577-LH-LB-92d-HMC-ITS_S158_L001_R1_001	pass	0.0	fail	246.965547587	Sanger / Illumina 1.9	fail	pass	warn	199-251	Conventional base calls	pass	fail	22727.0	pass	fail	fail	46.0	2.30122761473	LALL-PD-KC2015-577-LH-LB-92d-HMC-ITS_S158_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-577-LH-LB-92d-HMC-ITS_S158_L001_R2_001	pass	0.0	fail	247.265543187	Sanger / Illumina 1.9	warn	pass	warn	199-251	Conventional base calls	pass	fail	22727.0	pass	fail	fail	46.0	6.61327935935	LALL-PD-KC2015-577-LH-LB-92d-HMC-ITS_S158_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-580-LB-92d-HMC-ITS_S159_L001_R1_001	pass	0.0	fail	250.368149259	Sanger / Illumina 1.9	warn	pass	warn	38-251	Conventional base calls	pass	fail	12006.0	pass	fail	fail	46.0	3.04014659337	LALL-PD-KC2015-580-LB-92d-HMC-ITS_S159_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-580-LB-92d-HMC-ITS_S159_L001_R2_001	pass	0.0	fail	250.512077295	Sanger / Illumina 1.9	fail	pass	warn	38-251	Conventional base calls	pass	fail	12006.0	pass	fail	fail	46.0	7.68782275529	LALL-PD-KC2015-580-LB-92d-HMC-ITS_S159_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-581-LB-92d-HMC-ITS_S160_L001_R1_001	pass	0.0	fail	248.033792272	Sanger / Illumina 1.9	fail	pass	warn	40-251	Conventional base calls	pass	fail	39802.0	pass	fail	fail	45.0	1.70091955178	LALL-PD-KC2015-581-LB-92d-HMC-ITS_S160_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-581-LB-92d-HMC-ITS_S160_L001_R2_001	pass	0.0	fail	248.364504296	Sanger / Illumina 1.9	fail	pass	warn	40-251	Conventional base calls	pass	fail	39802.0	pass	fail	fail	46.0	5.38415155017	LALL-PD-KC2015-581-LB-92d-HMC-ITS_S160_L001_R2_001.fastq.gz	pass	pass
LALL-PD-KC2015-582-LB-92d-HMC-ITS_S161_L001_R1_001	pass	0.0	fail	249.091752036	Sanger / Illumina 1.9	fail	pass	warn	47-251	Conventional base calls	pass	fail	38070.0	pass	fail	fail	45.0	2.0987654321	LALL-PD-KC2015-582-LB-92d-HMC-ITS_S161_L001_R1_001.fastq.gz	pass	pass
LALL-PD-KC2015-582-LB-92d-HMC-ITS_S161_L001_R2_001	pass	0.0	fail	249.421959548	Sanger / Illumina 1.9	fail	pass	warn	47-251	Conventional base calls	pass	fail	38070.0	pass	fail	fail	46.0	6.35408458103	LALL-PD-KC2015-582-LB-92d-HMC-ITS_S161_L001_R2_001.fastq.gz	pass	pass
